ID,university names,country code
2252,Centro de Estudios Investigación y Tecnología (CEIT),COL
2253,Colegio de Estudios Superiores de Administración (CESA),COL
2254,Conservatorio del Tolima,COL
2255,"Corporación Educativa Mayor del Desarrollo ""Simón Bolivar""",COL
2256,Corporación Universitaria de Ibagué (CORUNIVERSITARIA),COL
2257,Corporación Universitaria de la Costa (UNICOSTA),COL
2258,Corporación Universitaria de Santander (UDES),COL
2259,Corporación Universitaria Tecnológica de Bolivar,COL
2260,Escuela Colombiana de Carreras Industriales,COL
2261,Escuela Colombiana de Ingeniería Julio Garavito,COL
2262,Escuela de Administración de Negocios,COL
2263,Escuela de Ingeniería de Antioquia,COL
2264,"Escuela de Policia ""General Santander""",COL
2266,Fundacion Escuela Colombiana de Rehabiliación,COL
2267,Fundación Universitaria de Boyacá,COL
2268,Fundación Universitaria del Area Andina. Sede Pereira,COL
2269,Fundación Universitaria Luis Amigó,COL
2270,Fundación Universitaria Manuela Beltrán,COL
2271,Fundación Universitaria San Martín,COL
2272,Institucion Universitaria de Envigado,COL
2273,Institución Universitaria Iberoamericana,COL
2274,Instituto Tecnológico Metropolitano,COL
2275,Instituto Universitario de La Paz,COL
2276,"Politécnico Columbiano ""Jaime Isaza Cadavid""",COL
2277,Politécnico Grancolombiano - Institución Universitaria,COL
2278,Pontificia Universidad Javeriana,COL
2279,Universidad Adventista de Colombia,COL
2280,Universidad Antonio Nariño,COL
2281,Universidad Autónoma de Bucaramanga,COL
2282,Universidad Autónoma de Colombia,COL
2283,Universidad Autónoma de Las Américas,COL
2284,Universidad Autónoma del Caribe,COL
2285,Universidad Autónoma de Manizales,COL
2286,Universidad Autónoma de Occidente,COL
2287,Universidad Autónoma Latinoamericana,COL
2288,Universidad Bellas Artes,COL
2289,Universidad Católica de Colombia,COL
2290,Universidad Católica del Norte,COL
2291,Universidad Católica del Oriente,COL
2292,Universidad Católica de Manizales,COL
2293,Universidad Católica Popular del Risaralda,COL
2295,Universidad Central del Valle del Cauca,COL
2296,Universidad CES,COL
2297,Universidad Cooperativa de Colombia,COL
2298,Universidad de América Bogotá,COL
2299,Universidad de Antioquia,COL
2301,"Universidad de Bogotá ""Jorge Tadeo Lozano""",COL
2302,Universidad de Caldas,COL
2303,Universidad de Cartagena,COL
2304,Universidad de Ciencias Aplicadas y Ambientales (UDCA),COL
2305,Universidad de Córdoba,COL
2306,Universidad de La Amazonia,COL
2307,Universidad de La Guajira,COL
2308,Universidad de La Sabana,COL
2309,Universidad de La Salle,COL
2310,Universidad del Atlántico,COL
2311,Universidad del Cauca,COL
2312,Universidad del Magdalena,COL
2313,Universidad del Norte,COL
2315,Universidad de Los Llanos,COL
2316,Universidad del Quindío,COL
2317,Universidad del Rosario,COL
2318,Universidad del Sinú,COL
2319,Universidad del Tolima,COL
2320,Universidad del Valle del Cauca,COL
2321,Universidad de Manizales,COL
2322,Universidad de Medellín,COL
2323,Universidad de Nariño,COL
2324,Universidad de Pamplona,COL
2325,Universidad de San Buenaventura,COL
2326,Universidad de San Buenaventura Medellin,COL
2327,Universidad de Sucre,COL
2328,"Universidad Distral ""Francisco José de Caldas""",COL
2329,Universidad EAFIT,COL
2330,Universidad El Bosque,COL
2331,Universidad Externado de Colombia,COL
2332,Universidad Francisco de Paula Santander,COL
2333,Universidad ICESI,COL
2334,Universidad INCCA de Colombia,COL
2335,Universidad Industrial de Santander,COL
2336,Universidad La Gran Colombia,COL
2337,Universidad Libre de Colombia,COL
2338,Universidad Mariana,COL
2339,Universidad Metropolitana,COL
2340,Universidad Militar Nueva Granada,COL
2341,Universidad Nacional Abierta y a Distancia,COL
2342,Universidad Nacional de Colombia,COL
2343,Universidad Pedagogica Nacional,COL
2344,Universidad Pedagógica y Tecnológica de Colombia,COL
2345,Universidad Piloto de Colombia,COL
2346,Universidad Pontificia Bolivariana,COL
2347,Universidad Popular del Cesar,COL
2348,Universidad Santiago de Cali,COL
2350,Universidad Sergio Arboleda,COL
2351,Universidad Surcolombiana,COL
2352,"Universidad Tecnológica del Choco ""Diego Luis Cordoba""",COL
2353,Universidad Tecnológica de Pereira,COL
2354,Instituto Tecnológico de Costa Rica,CRI
2355,Universidad Adventista de Centro América,CRI
2356,Universidad Autónoma de Centro América,CRI
2357,Universidad Autonoma Monterrey,CRI
2358,Universidad Braulio Carrillo,CRI
2359,Universidad Católica Anselmo Llorente,CRI
2361,Universidad de Cartago Florencio del Castillo,CRI
2362,Universidad de Costa Rica,CRI
2363,Universidad de Iberoamérica,CRI
2365,Universidad del Turismo,CRI
2366,Universidad de San José,CRI
2367,Universidad Empresarial,CRI
2368,Universidad Estatal a Distancia,CRI
2369,Universidad Fidélitas,CRI
2370,Universidad Fundepos Alma Mater,CRI
2371,Universidad Hispanoamericana,CRI
2372,Universidad Internacional de las Américas,CRI
2373,Universidad Isaac Newton,CRI
2374,Universidad Latina de Costa Rica,CRI
2375,Universidad Latinoamericana de Ciencia y Tecnología,CRI
2376,Universidad Libre de Costa Rica,CRI
2377,Universidad Metropolitana Castro Carazo,CRI
2378,Universidad Nacional,CRI
2379,Universidad para la Cooperación Internacional,CRI
2380,Universidad San Juan de la Cruz,CRI
2382,Universidad San Marcos,CRI
2383,Universidad Santa Paula,CRI
2384,Universidad Veritas,CRI
2385,University for Peace,CRI
2386,"Instituto Superior Minero Metalúrgico ""Dr. Antonio Núñez Jiménez""",CUB
2387,Instituto Superior Politécnico José Antonio Echeverría,CUB
2388,Universidad Central de Las Villas,CUB
2389,Universidad de Camagüey,CUB
2390,Universidad de Ciego de Avila,CUB
2391,Universidad de Cienfuegos,CUB
2392,Universidad de Granma,CUB
2393,Universidad de Holguín,CUB
2394,Universidad de La Habana,CUB
2395,Universidad de Matanzas Camilo Cienfuegos,CUB
2396,Universidad de Oriente,CUB
2397,Universidad de Pinar del Río,CUB
2398,Universidad pedagógica José Martí Camaguey Cuba - Camagüey,CUB
2399,Americanos College,CYP
2400,Cyprus College,CYP
2401,Cyprus International Institute of Management (CIIM),CYP
2402,Cyprus International University,CYP
2403,Eastern Mediterranean University,CYP
2404,European University Cyprus,CYP
2405,European University of Lefke,CYP
2406,Frederick University,CYP
2407,Girne American University,CYP
2408,Intercollege,CYP
2409,Near East University,CYP
2410,Open University of Cyprus,CYP
2411,The CTL Eurocollege,CYP
2412,University of Nicosia,CYP
2413,Academy of Performing Arts Film and TV Fakulty,CZE
2414,Anglo-American University,CZE
2415,Cevro Institut College,CZE
2416,Charles University Prague,CZE
2417,Czech Technical University of Prague,CZE
2418,Czech University of Agriculture Prague,CZE
2419,Mendel University of Agriculture and Forestry,CZE
2420,Prague College,CZE
2421,Prague Institute of Chemical Technology,CZE
2422,Prague International University,CZE
2423,Silesian University,CZE
2424,Technical University of Liberec,CZE
2425,Technical University of Mining and Metallurgy Ostrava,CZE
2426,Tiffin University Prague,CZE
2427,Tomas Bata University in Zlin,CZE
2428,University of Economics Prague,CZE
2429,University of Education Hradec Kralove,CZE
2430,University of Jan Evangelista Purkyne,CZE
2431,University of New York in Prague,CZE
2432,University of Northern Virginia - Prague Campus,CZE
2433,University of Ostrava,CZE
2434,University of Pardubice,CZE
2435,University of South Bohemia,CZE
2436,University of Veterinary and Pharmaceutical Science,CZE
2437,University of West Bohemia,CZE
2438,Université de Djibouti,DJI
2439,Instituto Tecnológico de Santo Domingo,DOM
2440,Universidad Católica Madre y Maestra,DOM
2441,Universidad Abierta Para Adultos,DOM
2442,Universidad Adventista Dominicana,DOM
2443,Universidad Agroforestal Fernando A.Meriño,DOM
2444,Universidad APEC,DOM
2445,Universidad Autónoma de Santo Domingo,DOM
2446,Universidad Católica de Santo Domingo,DOM
2448,Universidad Católica Nordestana,DOM
2449,Universidad Católica Tecnológica del Cibao,DOM
2450,Universidad Central del Este,DOM
2451,Universidad Central Dominicana de Estudio Profesionales,DOM
2452,Universidad de la Tercera Edad,DOM
2453,Universidad del Caribe,DOM
2454,Universidad Dominicana O&M,DOM
2455,Universidad Dominico-Americana,DOM
2456,Universidad Eugenio Maria de Hostos,DOM
2457,Universidad Experimental Felix Adam,DOM
2458,Universidad Federico Henríquez y Carvajal,DOM
2459,Universidad Iberoamericana,DOM
2460,Universidad Interamericana,DOM
2461,Universidad Nacional Evangélica,DOM
2462,Universidad Nacional Pedro Henríquez Ureña,DOM
2463,Universidad Odontológica Dominicana,DOM
2464,Universidad Tecnológica del Sur,DOM
2465,Universidad Tecnológica de Santiago,DOM
2467,Centre Universitaire de Jijel,DZA
2468,Centre Universitaire de Tebessa,DZA
2469,Centre Universitaire de Tiaret,DZA
2470,Centre Universitaire d'Oum El Bouaghi,DZA
2471,Université Abou Bekr Belkaid - Tlemcen,DZA
2472,Université Amar Telidji,DZA
2473,Université Badji Mokhtar,DZA
2474,Université d'Alger,DZA
2475,Université d'Alger 3,DZA
2476,Université de Batna,DZA
2477,Université de Béjaia,DZA
2478,Université de Biskra,DZA
2479,Université de Blida,DZA
2480,Université de Chlef,DZA
2481,Université de Guelma,DZA
2482,Université de Mostaganem,DZA
2483,Université de M'sila,DZA
2484,Université de Saida,DZA
2485,Université de Sétif,DZA
2486,Université de Sidi-Bel-Abbès (Djillali Liabès),DZA
2487,Université de Skikda,DZA
2488,Université des Sciences et de la Technologie d'Oran,DZA
2489,Université des Sciences et de la Technologie Houari Boumediène,DZA
2490,Universite des Sciences Islamiques de Constantine,DZA
2491,Université d'Oran Es-Senia,DZA
2493,Université Kasdi Merbah Ouargla,DZA
2494,Université Mentouri Constantine,DZA
2495,Université M'hamed Bouguerra de Boumerdes,DZA
2496,Université Mouloud Mammeri de Tizi Ouzou,DZA
2497,Brookdale Community College,ECU
2498,Escuela Politécnica de Chimborazo,ECU
2499,Escuela Politécnica del Ejercito,ECU
2500,Escuela Politécnica Nacional,ECU
2501,Escuela Superior Politécnica del Litoral,ECU
2502,Pontificia Universidad Católica del Ecuador,ECU
2503,Universidad Agraria del Ecuador,ECU
2504,Universidad Andina Simón Bolívar,ECU
2505,Universidad Casa Grande,ECU
2506,Universidad Catolica de Azogues,ECU
2507,Universidad Católica de Cuenca,ECU
2508,Universidad Católica de Santiago de Guayaquil,ECU
2509,Universidad Central del Ecuador,ECU
2510,Universidad de Cuenca,ECU
2511,Universidad de Especialidades del Espíritu Santo,ECU
2512,Universidad de Especialidades Turísticas,ECU
2513,Universidad de Guayaquil,ECU
2514,Universidad del Azuay,ECU
2515,Universidad del Pacifico,ECU
2516,Universidad Estatal de Bolívar,ECU
2517,Universidad Internacional del Ecuador,ECU
2518,Universidad Internacional SEK - Quito,ECU
2519,"Universidad Laica ""Eloy Alfaro"" de Manabi",ECU
2520,"Universidad Laica ""Vicente Rocafuerte"" de Guayaquil",ECU
2521,Universidad Nacional de Chimborazo,ECU
2522,Universidad Nacional de Loja,ECU
2523,Universidad Politécnica Salesiana,ECU
2524,Universidad Santa María Campus Guayaquil,ECU
2525,Universidad Técnica de Ambato,ECU
2526,Universidad Técnica de Babahoyo,ECU
2527,Universidad Técnica de Cotopaxi,ECU
2528,"Universidad Técnica de Esmeraldas ""Luis Vargas Torres""",ECU
2529,Universidad Técnica del Norte,ECU
2530,Universidad Técnica de Machala,ECU
2531,Universidad Técnica de Manabí,ECU
2532,Universidad Técnica Estatal de Quevedo,ECU
2533,Universidad Técnica Particular de Loja,ECU
2534,Universidad Tecnológica América,ECU
2535,Universidad Tecnológica Equinoccial,ECU
2536,Universidad Tecnológica Indoamérica,ECU
2537,Universidad Tecnologica Israel,ECU
2538,Universidad Tecnológica San Antonio de Machala,ECU
2539,Estonian Academy of Arts,EST
2540,Estonian Academy of Music and Theatre,EST
2541,Estonian Academy of Security Sciences,EST
2542,Estonian Business School,EST
2543,Estonian University of Life Sciences,EST
2544,Tallinn University,EST
2545,Tartu Health Care College,EST
2546,University of Applied Sciences,EST
2547,Akhbar El Yom Academy,EGY
2548,Al Azhar University,EGY
2549,American University in Cairo,EGY
2550,Arab Academy for Science & Technology,EGY
2552,Benha University,EGY
2553,Damanhour University,EGY
2554,Damietta University,EGY
2555,Delta University,EGY
2556,El Shorouk Academy,EGY
2557,Fayoum University,EGY
2558,German University in Cairo,EGY
2559,Helwan University,EGY
2560,Higher Technological Institute,EGY
2561,Kafr El-Sheikh University,EGY
2562,Military Technical College,EGY
2563,Minia University,EGY
2564,Misr International University,EGY
2565,Misr University for Sience and Technology,EGY
2566,Modern Acadmy,EGY
2567,Modern Sciences & Arts University,EGY
2568,Modern University For Technology and Information,EGY
2569,Nile University,EGY
2570,October 6 university,EGY
2571,Pharos International University,EGY
2572,Port Said University,EGY
2573,Sadat Academy for Management Sciences,EGY
2574,Sinai University,EGY
2575,Sohag University,EGY
2576,South Valley University,EGY
2577,Suez Canal University,EGY
2578,Tanta University,EGY
2579,Université Française d'Égypte,EGY
2580,Université Senghor d'Alexandrie,EGY
2581,University of Sadat City,EGY
2582,Zagazig University,EGY
2583,Eritrea Institute of Technology,ERI
2584,Barcelona Graduate School of Economics,ESP
2585,Bircham International University,ESP
2586,Centro Universitario Villanueva,ESP
2587,Escuela Superior de Gestion Comercial y Marketing (ESIC),ESP
2588,Global Business School Barcelona,ESP
2589,IE University,ESP
2590,Iniciativa Universidad del Atlantico,ESP
2591,International University of Southern Europe,ESP
2592,La Salle Universities - International Programmes,ESP
2593,Mondragon Univertsitatea,ESP
2594,Schiller International University - Madrid,ESP
2595,Universidad Abierta Interactiva,ESP
2596,Universidad Alfonso X El Sabio,ESP
2597,Universidad Antonio de Nebrija,ESP
2598,Universidad Autónoma de Madrid,ESP
2599,Universidad Cardenal Herrera-CEU,ESP
2600,Universidad Católica de Ávila,ESP
2601,Universidad Católica de Valencia,ESP
2602,Universidad Católica San Antonio,ESP
2603,Universidad Complutense de Madrid,ESP
2604,Universidad de Alcalá de Henares,ESP
2605,Universidad de Alicante,ESP
2606,Universidad de Almería,ESP
