ID,university names,country code,address
1624,Centro Universitário Barao de Maua,BRA,"R. Ramos de Azevedo, 423 - Jardim Paulista, Ribeirão Preto - SP, 14090-180, Brazil"
1625,Centro Universitário Claretiano,BRA,"R. Dom Bôsco, 551 - Boa Vista, Recife - PE, 50070-070, Brazil"
1626,Centro Universitário de Araraquara,BRA,"R. Carlos Gomes, 1338 - Centro, Araraquara - SP, 14801-320, Brazil"
1627,Centro Universitário de João Pessoa,BRA,"Rodovia BR-230,km 22, s/n - Água Fria, João Pessoa - PB, 58053-000, Brazil"
1628,Centro Universitário Monte Serrat,BRA,"R. Comendador Martins, 52 - Vila Matias, Santos - SP, 11015-530, Brazil"
1629,Centro Universitário Newton Paiva,BRA,"R. Mal. Foch, 15 - Grajaú, Belo Horizonte - MG, 30431-189, Brazil"
1630,Centro Universitário Plinio Leite,BRA,"Av. Visconde do Rio Branco, 701 - Centro, Niterói - RJ, 24020-005, Brazil"
1631,Centro Universitário Senac,BRA,"Av. Eng. Eusébio Stevaux, 823 - Santo Amaro, São Paulo - SP, 04696-000, Brazil"
1632,Centro Universitário Serra dos Órgãos,BRA,"R. Ten. Luiz Meirelles, 783 - Bom Retiro, Teresópolis - RJ, 25955-001, Brazil"
1633,EMESCAM - Escola Superior de Ciências da Santa Casa de Misericórdia de Vitória,BRA,"Av. Nossa Sra. da Penha, 2190 - Bela Vista, Vitória - ES, 29027-502, Brazil"
1634,FAAP - Fundação Armando Alvares Penteado,BRA,"R. Alagoas, 903 - Higienópolis, São Paulo - SP, 01242-902, Brazil"
1635,Faculdade Integradas do Ceará,BRA,"R. Júlio Cavalcante, 1678-1734 - Areias I, Iguatu - CE, 63500-000, Brazil"
1636,Faculdade Italo Brasileira,BRA,"R. Barberina Girle Cunha, 106 - Campo Grande, Cariacica - ES, 29146-206, Brazil"
1637,Faculdade Jaguariúna,BRA,"Rod. Gov. Dr. Adhemar Pereira de Barros, Santo Antônio de Posse - SP, 13830-000, Brazil"
1638,Faculdades Integradas Curitiba,BRA,"Rua Tobias de Macedo Júnior, 246 - Santo Inacio, Curitiba - PR, 82010-340, Brazil"
1639,Faculdades Integradas do Brasil - UNIBRASIL,BRA,"R. Konrad Adenauer, 442 - Tarumã, Curitiba - PR, 82820-540, Brazil"
1640,Faculdades Integradas Toledo,BRA,"Rua Antônio Afonso de Toledo, 595 - Jardim Sumare, Araçatuba - SP, 16022-440, Brazil"
1641,Faculdades Integradas UPIS,BRA,NaN
1642,FAE Business School - Faculdade de Administração e Economia,BRA,NaN
1643,Fundação Educacional de Ituverava,BRA,"Sítio Acácias - s/n, Ituverava - SP, Brazil"
1644,Instituto Mauá de Tecnologia,BRA,"Praça Mauá, 1 - Mauá, São Caetano do Sul - SP, 09580-900, Brazil"
1645,Instituto Nacional de Matemática Pura e Aplicada - IMPA,BRA,"Estr. Dona Castorina, 110 - Jardim Botânico, Rio de Janeiro - RJ, 22460-320, Brazil"
1646,Instituto Tecnológico de Aeronáutica,BRA,"Praça Marechal Eduardo Gomes, 50 - Vila das Acacias, São José dos Campos - SP, 12228-900, Brazil"
1647,Pontifícia Universidade Católica de Campinas,BRA,"Rua Professor Dr. Euryclides de Jesus Zerbini, 1516 - Parque Rural Fazenda Santa Cândida, Campinas - SP, 13087-571, Brazil"
1648,Pontifícia Universidade Católica de Minas Gerais,BRA,"R. do Rosário, 1081 - Angola, Betim - MG, 32604-115, Brazil"
1649,Pontifícia Universidade Católica de São Paulo,BRA,"R. Monte Alegre, 984 - Perdizes, São Paulo - SP, 05014-901, Brazil"
1650,Pontificia Universidade Católica do Paraná,BRA,"R. Imac. Conceição, 1155 - Prado Velho, Curitiba - PR, 80215-901, Brazil"
1651,Pontifícia Universidade Católica do Rio de Janeiro,BRA,"R. Marquês de São Vicente, 225 - Gávea, Rio de Janeiro - RJ, 22451-900, Brazil"
1652,Pontifícia Universidade Católica do Rio Grande do Sul,BRA,"Av. Ipiranga, 6681 - Partenon, Porto Alegre - RS, 90619-900, Brazil"
1653,Universidade Bandeirante de São Paulo,BRA,"R. Maria Cândida, 1813 - Vila Guilherme, São Paulo - SP, 02071-013, Brazil"
1654,Universidade Braz Cubas,BRA,"Av. Francisco Rodrigues Filho, 1233 - Vila Mogilar, Mogi das Cruzes - SP, 08773-380, Brazil"
1655,Universidade Camilo Castelo Branco,BRA,"Estrada projetada F1, S/N Fazenda Santa Rita, Fernandópolis - SP, 15600-000, Brazil"
1656,Universidade Candido Mendes,BRA,"R. Luiz Leopoldo Fernandes Pinheiro, 517 - Centro, Niterói - RJ, 24016-900, Brazil"
1657,Universidade Castelo Branco,BRA,"R. Gonçalves Dias, 56 - Centro, Rio de Janeiro - RJ, 20050-030, Brazil"
1658,Universidade Católica de Brasília,BRA,"QS 7 Lote 1 - Taguatinga, Brasília - DF, 71966-700, Brazil"
1659,Universidade Católica de Goiás,BRA,"University Sector - Av, University 1440 - Setor Leste Universitário, Goiânia - GO, 74175-120, Brazil"
1660,Universidade Católica de Pelotas,BRA,"Campus 1 - Universidade Católica de Pelotas, R. Gonçalves Chaves, 373 - Centro, Pelotas - RS, 96015-560, Brazil"
1661,Universidade Católica de Pernambuco,BRA,"R. do Príncipe, 526 - Boa Vista, Recife - PE, 50050-900, Brazil"
1662,Universidade Católica de Petrópolis,BRA,"R. Barão do Amazonas, 124 - Centro, Petrópolis - RJ, 25685-100, Brazil"
1663,Universidade Católica de Salvador,BRA,"Av. Prof. Pinto de Aguiar, 2589 - Pituaçu, Salvador - BA, 41740-090, Brazil"
1664,Universidade Católica de Santos,BRA,"Av. Conselheiro Nébias, 589/595 - Boqueirão, Santos - SP, 11045-003, Brazil"
1665,Universidade Católica Dom Bosco,BRA,"Av. Tamandaré, 6000 - Jardim seminário, Campo Grande - MS, 79117-010, Brazil"
1666,Universidade Cidade de São Paulo,BRA,"R. Cesário Galero, 448/475 - Tatuapé, São Paulo - SP, 03071-000, Brazil"
1667,Universidade Cruzeiro do Sul,BRA,"Av. Paulista, 1415 - Bela Vista, São Paulo - SP, 01311-925, Brazil"
1668,Universidade da Amazônia,BRA,"Tv. Quintino Bocaiúva, 1808 - Nazaré, Belém - PA, 66035-190, Brazil"
1669,Universidade da Região da Campanha,BRA,"Av. Tupi Silveira, 2099 - Centro, Bagé - RS, 96400-110, Brazil"
1670,Universidade de Alfenas,BRA,"R. Gabriel Monteiro da Silva, 700 - Centro, Alfenas - MG, 37130-001, Brazil"
1671,Universidade de Brasília,BRA,"UnB - Brasilia, Federal District, 70910-900, Brazil"
1672,Universidade de Caxias do Sul,BRA,"Campus Sede, R. Francisco Getúlio Vargas, 1130 - Petrópolis, RS, Brazil"
1673,Universidade de Cruz Alta,BRA,"Rodovia Municipal Jacob Della Mea, s/n km 5,6 - Parada Benito, Cruz Alta - RS, 98020-290, Brazil"
1674,Universidade de Fortaleza,BRA,"Av. Washington Soares, 1321 - Edson Queiroz, Fortaleza - CE, 60811-905, Brazil"
1675,Universidade de Franca,BRA,"Av. Dr. Armando de Sáles Oliveira, 201 - Parque Universitario, Franca - SP, 14404-600, Brazil"
1676,Universidade de Guarulhos,BRA,"R. Eng. Prestes Maia, 88 - Centro, Guarulhos - SP, 07023-070, Brazil"
1678,Universidade de Marília,BRA,"Av. Higino Muzi Filho, 1001 - Mirante, Marília - SP, 17525-902, Brazil"
1679,Universidade de Mogi das Cruzes,BRA,"Av. Dr. Cândido Xavier de Almeida Souza, 200 - Centro Cívico, Mogi das Cruzes - SP, 08780-911, Brazil"
1680,Universidade de Nova Iguaçu,BRA,"Av. Abílio Augusto Távora, 2134 - Dom Rodrigo, Nova Iguaçu - RJ, 26260-045, Brazil"
1681,Universidade de Passo Fundo,BRA,"Av. Brasil Leste, 285 - São José, Passo Fundo - RS, 99052-900, Brazil"
1682,Universidade de Pernambuco,BRA,"Av. Gov. Agamenon Magalhães - Santo Amaro, Recife - PE, 50100-010, Brazil"
1683,Universidade de Ribeirão Preto,BRA,"Av. Costábile Romano, 2201 - Ribeirânia, Ribeirão Preto - SP, 14096-900, Brazil"
1684,Universidade de Santa Cruz do Sul,BRA,"Av. Independência, 2293 - Universitário, Santa Cruz do Sul - RS, 96815-900, Brazil"
1685,Universidade de Santo Amaro,BRA,"Rua Isabel Schmidt, 349 - Santo Amaro, São Paulo - SP, 04743-030, Brazil"
1686,Universidade de São Paulo,BRA,"Butanta, São Paulo - State of São Paulo, Brazil"
1687,Universidade de Taubaté,BRA,"R. Quatro de Março, 432 - Centro, Taubaté - SP, 12020-270, Brazil"
1688,Universidade de Tocantins,BRA,"SEDE ADMINISTRATIVA - Q. 108 Sul Alameda 11, Lote 03 - Plano Diretor Sul, Palmas - TO, 77020-122, Brazil"
1689,Universidade de Uberaba,BRA,"Av. Nenê Sabino, 1801 - Universitário, Uberaba - MG, 38055-500, Brazil"
1690,Universidade de Vila Velha,BRA,"Rua São Joao, 48 - Divino Espírito Santo, Vila Velha - ES, 29101-420, Brazil"
1691,Universidade do Amazonas,BRA,"Av. General Rodrigo Octavio Jordão Ramos, 1200 - Coroado I, Manaus - AM, 69067-005, Brazil"
1692,Universidade do Estado da Bahia,BRA,"R. Silveira Martins, 2555 - Cabula, Salvador - BA, 41150-000, Brazil"
1693,Universidade do Estado de Santa Catarina,BRA,"Av. Me. Benvenuta, 2007 - Itacorubi, Florianópolis - SC, 88035-901, Brazil"
1694,Universidade do Estado do Rio de Janeiro,BRA,"R. São Francisco Xavier, 524 - Maracanã, Rio de Janeiro - RJ, 20550-000, Brazil"
1695,Universidade do Estado do Rio Grande do Norte,BRA,"Rua Sinhazinha Wanderley, 871 - Centro, Açu - RN, 59650-000, Brazil"
1696,Universidade do Extremo Sul Catarinense,BRA,"Av. Universitária, 1105 - Bairro Universitário, Criciúma - SC, 88806-000, Brazil"
1697,Universidade do Grande Rio,BRA,"Rua Professor José de Souza Herdy, 1160 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-202, Brazil"
1698,Universidade do Oeste de Santa Catarina,BRA,"R. Getúlio Vargas, 2125 - Flor da Serra, Joaçaba - SC, 89600-000, Brazil"
1699,Universidade do Oeste Paulista,BRA,"R. José Bongiovani, 700 - Cidade Universitária, Pres. Prudente - SP, 19050-920, Brazil"
1700,Universidade do Rio de Janeiro,BRA,"Av. Pedro Calmon, 550 - Cidade Universitária - Botafogo, Rio de Janeiro - RJ, 21941-901, Brazil"
1701,Universidade do Rio Grande,BRA,"Av. Itália, s/n - Km 8 - Carreiros, Rio Grande - RS, Brazil"
1702,Universidade do Sagrado Coração,BRA,"R. Irmã Arminda, 10-50 - Jardim Brasil, Bauru - SP, 17011-160, Brazil"
1703,Universidade do Sul de Santa Catarina,BRA,"Av. José Acácio Moreira, 787 - Dehon, Tubarão - SC, 88704-900, Brazil"
1704,Universidade do Vale do Itajaí,BRA,"R. Uruguai, 458 - Centro, Itajaí - SC, 88302-901, Brazil"
1705,Universidade Estácio de Sá,BRA,NaN
1706,Universidade Estadual da Paraíba,BRA,"R. Baraúnas, 351 - Universitário, Campina Grande - PB, 58429-500, Brazil"
1707,Universidade Estadual de Feira de Santana,BRA,"Av. Transnordestina, s/n - Novo Horizonte, Feira de Santana - BA, 44036-900, Brazil"
1708,Universidade Estadual de Londrina,BRA,"Rodovia Celso Garcia Cid - Pr 445 Km 380 Cx. Postal 10.011 - Campus Universitário, PR, 86057-970, Brazil"
1709,Universidade Estadual de Maringá,BRA,"Av. Colombo, 5790 - Zona 7, Maringá - PR, 87020-900, Brazil"
1710,Universidade Estadual de Montes Claros,BRA,"Av. Prof. Rui Braga, S/N - Vila Mauriceia, Montes Claros - MG, 39401-089, Brazil"
1711,Universidade Estadual de Ponta Grossa,BRA,"Praça Santos Andrade, 01 - Centro, Ponta Grossa - PR, 84010-330, Brazil"
1712,Universidade Estadual de Santa Cruz,BRA,"Campus Soane Nazaré de Andrade, Rod. Jorge Amado, Km 16 - Salobrinho, Ilhéus - BA, 45662-900, Brazil"
1713,Universidade Estadual do Ceará,BRA,"Campus do - Av. Dr. Silas Munguba, 1700 - Itaperi, Fortaleza - CE, 60741-000, Brazil"
1714,Universidade Estadual do Centro-Oeste,BRA,"R. Salvatore Renna, 1606-1730 - Santa Cruz, Guarapuava - PR, 85015-430, Brazil"
1715,Universidade Estadual do Maranhão,BRA,"Av. Oeste Externa, 2220 - São Cristovao, São Luís - MA, Brazil"
1716,Universidade Estadual do Norte Fluminense,BRA,"Av. Alberto Lamego, 2000 - Parque California, Campos dos Goytacazes - RJ, 28013-602, Brazil"
1717,Universidade Estadual do Oeste do Paraná,BRA,"R. Universitária, 1619 - Universitário, Cascavel - PR, 85819-170, Brazil"
1718,Universidade Estadual do Piauí,BRA,"BR-343, s/n - Campo Velho, Floriano - PI, 64800-000, Brazil"
1719,Universidade Estadual do Vale do Acaraú,BRA,"Avenida Comandante Maurocélio Rocha Pontes, 186 - Derby Clube, Sobral - CE, 62042-280, Brazil"
1720,Universidade Estadual Paulista,BRA,"Av. José Bonifácio, 1970 - Centro, Araraquara - SP, 14801-150, Brazil"
1721,Universidade Estadual Sudoeste da Bahia,BRA,"Estrada Itapetinga, s/n, Itapetinga - BA, 45700-000, Brazil"
1722,Universidade Federal da Bahia,BRA,"Av. Adhemar de Barros, s/nº - Ondina, Salvador - BA, 40170-110, Brazil"
1723,Universidade Federal da Grande Dourados,BRA,"R. João Rosa Góes, 1761 - Vila Progresso, Dourados - MS, 79825-070, Brazil"
1724,Universidade Federal da Paraíba,BRA,"Campus I - Lot. Cidade Universitaria, PB, 58051-900, Brazil"
1725,Universidade Federal de Alagoas,BRA,NaN
1726,Universidade Federal de Campina Grande,BRA,"R. Aprígio Veloso, 882 - Universitário, Campina Grande - PB, 58429-900, Brazil"
1727,Universidade Federal de Goiás,BRA,"Av. Esperança, s/n - Chácaras de Recreio Samambaia, Goiânia - GO, 74690-900, Brazil"
1728,Universidade Federal de Juiz de Fora,BRA,"Campus Universitário, Rua José Lourenço Kelmer, s/n - São Pedro, Juiz de Fora - MG, 36036-900, Brazil"
1729,Universidade Federal de Lavras,BRA,"Aquenta Sol, Lavras - State of Minas Gerais, 37200-000, Brazil"
1730,Universidade Federal de Mato Grosso,BRA,"Av. Fernando Corrêa da Costa, 2367 - Boa Esperança, Cuiabá - MT, 78060-900, Brazil"
1731,Universidade Federal de Mato Grosso do Sul,BRA,"Cidade Universitária, Av. Costa e Silva - Pioneiros, MS, 79070-900, Brazil"
1732,Universidade Federal de Minas Gerais,BRA,"Av. Pres. Antônio Carlos, 6627 - Pampulha, Belo Horizonte - MG, 31270-901, Brazil"
1733,Universidade Federal de Ouro Preto,BRA,"Rua Professor Paulo Magalhães Gomes, 122 - Bauxita, Ouro Preto - MG, 35400-000, Brazil"
1734,Universidade Federal de Pelotas,BRA,"R. Gomes Carneiro, 1 - Centro, Pelotas - RS, 96010-610, Brazil"
1735,Universidade Federal de Pernambuco,BRA,"Av. Prof. Moraes Rego, 1235 - Cidade Universitária, Recife - PE, 50670-901, Brazil"
1736,Universidade Federal de Rondônia,BRA,"Av. Pres. Dutra, 2967 - Olaria, Porto Velho - RO, 76801-016, Brazil"
1737,Universidade Federal de Roraima,BRA,"Av. Cap. Ene Garcês, n° 2413 - Aeroporto, Boa Vista - RR, 69310-000, Brazil"
1738,Universidade Federal de Santa Catarina,BRA,"R. Eng. Agronômico Andrei Cristian Ferreira, s/n - Trindade, Florianópolis - SC, 88040-900, Brazil"
1739,Universidade Federal de Santa Maria,BRA,"Av. Roraima, 1000 - Camobi, Santa Maria - RS, 97105-900, Brazil"
1740,Universidade Federal de São Carlos,BRA,"Rod. Washington Luiz, s/n, São Carlos - SP, 13565-905, Brazil"
1741,Universidade Federal de São Paulo,BRA,"R. Sena Madureira, 1500 - Vila Clementino, São Paulo - SP, 04021-001, Brazil"
1742,Universidade Federal de Sergipe,BRA,"Av. Marechal Rondon, s/n - Jardim Rosa Elze, São Cristóvão - SE, 49100-000, Brazil"
1743,Universidade Federal de Uberlândia,BRA,"Av. João Naves de Ávila, 2121 - Santa Mônica, Uberlândia - MG, 38408-100, Brazil"
1744,Universidade Federal de Viçosa,BRA,"Av. Peter Henry Rolfs, s/n - Campus Universitário, Viçosa - MG, 36570-900, Brazil"
1745,Universidade Federal do ABC,BRA,"Av. dos Estados, 5001 - Bangú, Santo André - SP, 09210-580, Brazil"
1746,Universidade Federal do Acre,BRA,"Rodovia BR 364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil"
1747,Universidade Federal do Amapá,BRA,"Rod. Juscelino Kubitschek, km 02 - Jardim Marco Zero, Macapá - AP, 68903-419, Brazil"
1748,Universidade Federal do Ceará,BRA,"Av. da Universidade, 2853 - Benfica, Fortaleza - CE, 60020-181, Brazil"
1749,Universidade Federal do Espírito Santo,BRA,"Av. Fernando Ferrari, 514 - Goiabeiras, Vitória - ES, 29075-910, Brazil"
1750,Universidade Federal do Maranhão,BRA,"Av. dos Portugueses, 1966 - Vila Bacanga, São Luís - MA, 65080-805, Brazil"
1751,Universidade Federal do Pará,BRA,"Instituto de Tecnologia - UNIVERSIDADE FEDERAL DO PARÁ- UFPA - Guamá, Belém - PA, 66075-110, Brazil"
1752,Universidade Federal do Paraná,BRA,"Rua XV de Novembro, 1299 - Centro, Curitiba - PR, 80060-000, Brazil"
1753,Universidade Federal do Piauí,BRA,"Campus Universitário Ministro Petrônio Portella, s/n Bairro - Ininga, Teresina - PI, 64049-550, Brazil"
1754,Universidade Federal do Rio de Janeiro,BRA,"Av. Pedro Calmon, 550 - Cidade Universitária, Rio de Janeiro - RJ, 21941-901, Brazil"
1755,Universidade Federal do Rio Grande do Norte,BRA,"59078 970, Av. Sen. Salgado Filho, 3000 - Candelária, Natal - RN, 59064-741, Brazil"
1756,Universidade Federal do Rio Grande do Sul,BRA,"Av. Paulo Gama, 110 - Farroupilha, Porto Alegre - RS, 90040-060, Brazil"
1757,Universidade Federal do Vale do São Francisco,BRA,"Av. José de Sá Maniçoba, S/N - Centro, Petrolina - PE, 56304-917, Brazil"
1758,Universidade Federal Fluminense,BRA,"R. Miguel de Frias, 9 - Icaraí, Niterói - RJ, 24220-900, Brazil"
1759,Universidade Federal Rural de Pernambuco,BRA,"Rua Dom Manuel de Medeiros, s/n - Dois Irmãos, Recife - PE, 52171-900, Brazil"
1760,Universidade Federal Rural do Rio de Janeiro,BRA,"Rodovia BR 465, Km 07, s/n Zona Rural, Seropédica - RJ, 23890-000, Brazil"
1761,Universidade Federal Rural do Semi-Árido,BRA,"R. Francisco Mota, 572 - Pres. Costa e Silva, Mossoró - RN, 59625-900, Brazil"
1762,Universidade Gama Filho,BRA,"R. Manoel Vitorino, 553 - Piedade, Rio de Janeiro - RJ, 20740-900, Brazil"
1763,Universidade Ibirapuera,BRA,"Av. Interlagos, 1329 - 4º - Chácara Flora, São Paulo - SP, 04661-100, Brazil"
1764,Universidade Luterana do Brasil,BRA,"Av. Farroupilha, 8001 - São José, Canoas - RS, 92425-020, Brazil"
1765,Universidade Mackenzie,BRA,"R. da Consolação, 930 - Consolação, São Paulo - SP, 01302-907, Brazil"
1766,Universidade Metodista de Piracicaba,BRA,"Rod. do Açúcar, km- 156 - Taquaral, Piracicaba - SP, Brazil"
1767,Universidade Metropolitana de Santos,BRA,"Av. Gen. Francisco Glicério, 8 - Encruzilhada, Santos - SP, 11045-002, Brazil"
1768,Universidade para o Desenvolvimento do Alto Vale do Itajaí,BRA,"R. Guilherme Gemballa, 13 - Jardim América, Rio do Sul - SC, 89160-932, Brazil"
1769,Universidade Paulista,BRA,"Av. Lauro Célio, Manhumirim - MG, 36970-000, Brazil"
1770,Universidade Potiguar,BRA,"Av. Mal. Floriano Peixoto, 295 - Petrópolis, Natal - RN, 59012-500, Brazil"
1771,Universidade Regional de Blumenau,BRA,"R. Antônio da Veiga, 140 - Itoupava Seca, Blumenau - SC, 89030-903, Brazil"
1772,Universidade Regional do Cariri,BRA,"Rua Coronel Antônio Luíz, 1161 - Pimenta, Crato - CE, 63105-010, Brazil"
1773,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,BRA,"Ricardo Rücker - Centro, Três Passos - RS, 98600-000, Brazil"
1774,Universidade Regional Integrada do Alto Uruguai e das Missões,BRA,"Av. Sete de Setembro, 1621 - Fátima, Erechim - RS, 99709-910, Brazil"
1775,Universidade Salgado de Oliveira,BRA,"Av. Vinte e Oito de Março, 856 - Parque Dom Bosco, Campos dos Goytacazes - RJ, 28030-107, Brazil"
1776,Universidade Salvador,BRA,"R. Dr. José Peroba, 251 - Stiep, Salvador - BA, 41770-235, Brazil"
1777,Universidade Santa Cecília dos Bandeirantes,BRA,"R. Oswaldo Cruz, 277 - Boqueirão, Santos - SP, 11045-907, Brazil"
1778,Universidade Santa Úrsula,BRA,"Rua Fernando Ferrari, 75 - Botafogo, Rio de Janeiro - RJ, 22231-040, Brazil"
1779,Universidade São Francisco,BRA,"Av. Sen. Lacerda Franco, 360 - Centro, Itatiba - SP, 13250-400, Brazil"
1780,Universidade São Judas Tadeu,BRA,"Av. Vital Brasil, 1000 - Butantã, São Paulo - SP, 05503-001, Brazil"
